video,file,label,original,frame,fold
scpglaliyh,210_0.png,1,qyqufaskjs,210,0
xkmpyvtdch,120_0.png,1,dxfdovivlw,120,3
drlkcilgmc,150_0.png,1,srfefmyjvt,150,0
tktsmomimq,130_0.png,1,fdpisghkmd,130,1
lbuwogzooa,30_0.png,1,jawgcggquk,30,0
slayysqett,170_0.png,1,gnmmhlbzge,170,3
kajzbtxqdk,70_0.png,1,srfefmyjvt,70,0
yzjzczodyz,100_0.png,1,jawgcggquk,100,0
ebzsqgfpgh,210_0.png,1,fnslimfagb,210,3
uprwuohbwx,110_0.png,0,uprwuohbwx,110,2
nwypeqqonh,170_0.png,1,prdrkaxeob,170,2
lxnqzocgaq,170_0.png,1,xjzkfqddyk,170,3
nxzpmygaut,170_0.png,1,psjfwjzrrh,170,1
qjsroipniu,20_0.png,1,apvzjkvnwn,20,0
psjfwjzrrh,210_0.png,0,psjfwjzrrh,210,1
sbgajsyted,20_0.png,1,rmufsuogzn,20,0
lokzwdldxp,150_0.png,0,lokzwdldxp,150,1
ypufjcamul,230_0.png,1,wcqvzujamg,230,2
kfnrvxndoj,130_0.png,1,fsaronfupy,130,3
pbvgwcwzkg,20_0.png,1,uprwuohbwx,20,2
dolynaukae,70_0.png,1,gnmmhlbzge,70,3
pglroykzea,60_0.png,1,uqtqhiqymz,60,3
ywcfkvqemt,140_0.png,1,eppyqpgewp,140,2
zjcpgizmgd,30_0.png,1,pqdeutauqc,30,3
vurjckblge,200_0.png,1,jytrvwlewz,200,1
ygknkubeyb,100_0.png,1,nweufafotd,100,3
lrpjtzwsdt,200_0.png,1,fsaronfupy,200,3
fzvpbrzssi,250_0.png,0,fzvpbrzssi,250,2
tjywwgftmv,260_0.png,1,syxobtuucp,260,0
fnslimfagb,20_0.png,0,fnslimfagb,20,3
tamvgvhhbr,140_0.png,1,ljuuovfkgi,140,3
zxyvcnkeiz,250_0.png,1,pqdeutauqc,250,3
untxvzuldz,190_0.png,1,xdezcezszc,190,3
nsccdwwlsc,130_0.png,1,qarqtkvgby,130,3
hectzcuzdv,280_0.png,1,vtunvalyji,280,2
mfnsxrdygp,260_0.png,1,kqlvggiqee,260,3
duciovvndy,10_0.png,1,gvasarkpfh,10,0
jdzgjbqksy,220_0.png,1,srfefmyjvt,220,0
rpxnyljmsf,210_0.png,1,nweufafotd,210,3
kadzgvxsii,80_0.png,1,lzbmwwejxb,80,3
mcbubknuyd,120_0.png,1,uprwuohbwx,120,2
voawxrmqyl,290_0.png,1,hsbwhlolsn,290,1
lclrhuuwnj,260_1.png,1,fgobmbcami,260,1
gldlvkplzy,50_0.png,1,gnmmhlbzge,50,3
jorfifqxhq,250_0.png,1,vtunvalyji,250,2
ruvadafqri,10_0.png,1,qarqtkvgby,10,3
qjpugmbxhb,30_0.png,1,xmkwsnuzyq,30,2
xvzjzkrmlm,230_0.png,1,wynotylpnm,230,2
uqtqhiqymz,140_0.png,0,uqtqhiqymz,140,3
uprwuohbwx,20_0.png,0,uprwuohbwx,20,2
gfncmhgdio,230_0.png,1,nweufafotd,230,3
xjfvhfyunl,10_0.png,1,jawgcggquk,10,0
ygngdbjmox,60_0.png,1,fdpisghkmd,60,1
xzqgptotdo,50_0.png,1,fopjiyxiqd,50,3
jqypqwufdv,140_0.png,1,qyqufaskjs,140,0
zpllznxapc,250_0.png,1,uqtqhiqymz,250,3
kafmsctues,250_0.png,1,jawgcggquk,250,0
wvjtrmduky,250_0.png,1,xchzardbfa,250,1
sochqsfsow,100_0.png,1,fnslimfagb,100,3
ucthmsajay,130_0.png,0,ucthmsajay,130,0
kmhiqddyhh,50_0.png,1,yxvmusxvcz,50,0
wsxxdlhnhh,50_0.png,1,xmkwsnuzyq,50,2
vtunvalyji,250_0.png,0,vtunvalyji,250,2
pqdeutauqc,90_0.png,0,pqdeutauqc,90,3
pfhmcogosi,110_0.png,1,uprwuohbwx,110,2
gecrjewspu,70_0.png,1,didzujjhtg,70,2
ldpfwhrhcx,280_0.png,1,jytrvwlewz,280,1
dqlmffnywx,280_0.png,1,nrnklcxdzq,280,1
scyowrqkep,130_0.png,1,xkfliqnmwt,130,3
knxltsvzyu,160_0.png,0,knxltsvzyu,160,0
yxvmusxvcz,20_0.png,0,yxvmusxvcz,20,0
lrpjtzwsdt,40_0.png,1,fsaronfupy,40,3
uaspniazcl,50_0.png,1,jawgcggquk,50,0
oamtblkzpt,150_0.png,1,dpevefkefv,150,1
dbgztzhbhb,240_0.png,1,uqtqhiqymz,240,3
wfugqfvekh,60_0.png,1,fdpisghkmd,60,1
ldtgofdaqg,140_0.png,0,ldtgofdaqg,140,0
lclrhuuwnj,250_1.png,1,fgobmbcami,250,1
zepsangjjb,40_0.png,1,nrnklcxdzq,40,1
inwiunnxmr,140_0.png,1,fsaronfupy,140,3
wbdpryfqgy,240_0.png,1,srfefmyjvt,240,0
oamtblkzpt,160_0.png,1,dpevefkefv,160,1
haxnhfvqvs,190_0.png,1,xkfliqnmwt,190,3
utxbqyxdwo,10_0.png,1,vtunvalyji,10,2
fdpisghkmd,200_0.png,0,fdpisghkmd,200,1
nrdnytturz,240_0.png,1,eppyqpgewp,240,2
chqqxfuuzi,80_0.png,0,chqqxfuuzi,80,1
gfncmhgdio,240_0.png,1,nweufafotd,240,3
zxyvcnkeiz,30_0.png,1,pqdeutauqc,30,3
ahhdprhoww,280_0.png,1,fdpisghkmd,280,1
nombfkmhum,140_0.png,1,ucthmsajay,140,0
alidfjtwvg,110_0.png,1,fdpisghkmd,110,1
gmaghrdamw,230_0.png,1,nrnklcxdzq,230,1
horutnradk,90_0.png,1,uprwuohbwx,90,2
tnecbhfzba,0_0.png,1,yxvmusxvcz,0,0
mpuugiqewv,200_0.png,1,wynotylpnm,200,2
awnfpubqmo,180_0.png,1,lnhkjhyhvw,180,0
meiyjcknbl,80_0.png,1,jytrvwlewz,80,1
dvrnrzlqdo,280_0.png,1,yxvmusxvcz,280,0
kpwwhpqfkx,280_0.png,1,fdpisghkmd,280,1
gldlvkplzy,190_0.png,1,gnmmhlbzge,190,3
erbfxwbqic,220_0.png,1,fopjiyxiqd,220,3
ctzgudcdyu,110_0.png,1,xkfliqnmwt,110,3
wbdpryfqgy,220_0.png,1,srfefmyjvt,220,0
iugnysiwao,210_0.png,1,yxvmusxvcz,210,0
fdqafjiqtn,80_0.png,1,jytrvwlewz,80,1
wvjtrmduky,220_0.png,1,xchzardbfa,220,1
ibjomudxdp,60_0.png,1,upmgtackuf,60,1
viuioldtnu,10_0.png,1,exxqlfpnbz,10,2
jjxzidyitl,140_0.png,1,fopjiyxiqd,140,3
uraibiaste,210_0.png,1,nweufafotd,210,3
bztdemptfg,70_0.png,1,exxqlfpnbz,70,2
wfugqfvekh,210_0.png,1,fdpisghkmd,210,1
vgdwxafmnp,160_0.png,1,gnmmhlbzge,160,3
rmuxlgsedw,150_0.png,0,rmuxlgsedw,150,2
fsdrwikhge,290_0.png,1,fsaronfupy,290,3
lwjrmxvvag,240_0.png,1,prdrkaxeob,240,2
zbmsvslybw,130_0.png,1,khtwrijuqn,130,0
uhgxwxlait,80_0.png,1,wcqvzujamg,80,2
brtujopkby,230_0.png,1,gnmmhlbzge,230,3
ycpuhmcdom,10_0.png,1,wynotylpnm,10,2
yeouperxzc,240_0.png,1,vmxfwxgdei,240,1
drlkcilgmc,10_0.png,1,srfefmyjvt,10,0
vxuhkqqaqv,100_0.png,1,wynotylpnm,100,2
lslmnvlhhe,120_0.png,1,qyqufaskjs,120,0
idczhqbbqz,230_0.png,1,prmwoaeeng,230,2
vtunvalyji,180_0.png,0,vtunvalyji,180,2
uoantcwpwm,210_0.png,1,knxltsvzyu,210,0
msfhpjlxya,130_0.png,1,qyqufaskjs,130,0
pjkgenkrgb,160_0.png,1,srfefmyjvt,160,0
urvzpbswoh,120_0.png,1,rnpefxwptv,120,1
eugcprxhvd,0_0.png,1,pqdeutauqc,0,3
nwypeqqonh,270_0.png,1,prdrkaxeob,270,2
aymlynzeni,110_0.png,1,doniqevxeg,110,3
uhakqelqri,140_0.png,1,srfefmyjvt,140,0
zqjzmarjbk,220_0.png,1,heiyoojifp,220,3
yzuestxcbq,170_0.png,1,uqtqhiqymz,170,3
myszscymzv,60_0.png,1,lnjkpdviqb,60,1
pepaibwxnd,160_0.png,1,qarqtkvgby,160,3
nokldtllhe,160_0.png,1,rmufsuogzn,160,0
yyzqbaexnn,210_0.png,1,pqdeutauqc,210,3
scpglaliyh,190_0.png,1,qyqufaskjs,190,0
gepzcywmsx,20_0.png,1,exxqlfpnbz,20,2
atpngxfnhr,170_0.png,1,xugmhbetrw,170,0
yzrngdribf,200_0.png,1,xdezcezszc,200,3
zigzhwlpcd,110_0.png,1,lnjkpdviqb,110,1
qjeidqbpgj,220_0.png,1,vtunvalyji,220,2
ycpuhmcdom,210_0.png,1,wynotylpnm,210,2
uyhqrokmfe,290_0.png,1,gvasarkpfh,290,0
acryukkddn,110_0.png,1,fsaronfupy,110,3
slayysqett,140_0.png,1,gnmmhlbzge,140,3
hsbwhlolsn,180_0.png,0,hsbwhlolsn,180,1
wmoigsbnem,200_0.png,1,nweufafotd,200,3
llkhptusjn,100_0.png,1,fdpisghkmd,100,1
uhakqelqri,100_0.png,1,srfefmyjvt,100,0
opvqdabdap,250_0.png,1,yljecirelf,250,0
dghhdvdzrb,40_0.png,1,vmxfwxgdei,40,1
fqmfvshgns,20_0.png,1,gnmmhlbzge,20,3
nwvloufjty,170_0.png,1,ljuuovfkgi,170,3
sgdiraogcc,190_0.png,1,uprwuohbwx,190,2
gcphojsohr,220_0.png,1,fsaronfupy,220,3
embmaestpq,260_0.png,1,jytrvwlewz,260,1
pceaundfcd,250_0.png,1,gnmmhlbzge,250,3
lgkakqesov,290_0.png,1,yexeazbqig,290,0
jjxzidyitl,210_0.png,1,fopjiyxiqd,210,3
untxvzuldz,270_0.png,1,xdezcezszc,270,3
msfssnmldu,140_0.png,1,pqdeutauqc,140,3
kdycxkmnnw,150_0.png,1,yljecirelf,150,0
cfyayetydv,10_0.png,1,dxfdovivlw,10,3
alidfjtwvg,20_0.png,1,fdpisghkmd,20,1
yllztsrwjw,100_0.png,1,xkfliqnmwt,100,3
gvlraqlweh,10_0.png,1,rnpefxwptv,10,1
kfhmhoxjtx,70_0.png,1,fdpisghkmd,70,1
hsbwhlolsn,10_0.png,0,hsbwhlolsn,10,1
mzwfaambxx,180_0.png,1,wynotylpnm,180,2
noavesktql,160_0.png,1,wynotylpnm,160,2
xkichouvzp,170_0.png,1,qyqufaskjs,170,0
wdyzqwntoe,270_0.png,1,wynotylpnm,270,2
vjzhumqpwi,40_0.png,1,fsaronfupy,40,3
fzqnoyzhbm,100_0.png,1,vpmyeepbep,100,2
qhmkklxqlw,0_0.png,1,jytrvwlewz,0,1
uuexerjsmk,40_0.png,1,jawgcggquk,40,0
lcyjrsfrfx,80_0.png,1,qarqtkvgby,80,3
uotkopqsnc,170_0.png,1,xjzkfqddyk,170,3
yrivmbpotx,170_0.png,1,psjfwjzrrh,170,1
gvasarkpfh,250_0.png,0,gvasarkpfh,250,0
kajzbtxqdk,100_0.png,1,srfefmyjvt,100,0
brihlutndc,10_0.png,1,qarqtkvgby,10,3
brpkkgdggv,270_0.png,1,uprwuohbwx,270,2
hclsparpth,10_0.png,1,onbgbghesu,10,2
ccrrlidqnp,70_0.png,1,xugmhbetrw,70,0
gtinxlhder,100_0.png,1,qarqtkvgby,100,3
vjfjniqnxx,260_0.png,1,ldtgofdaqg,260,0
qsyahidemw,210_0.png,1,fsaronfupy,210,3
yihsmubqwx,180_0.png,1,vtunvalyji,180,2
exxqlfpnbz,70_0.png,0,exxqlfpnbz,70,2
nweufafotd,60_0.png,0,nweufafotd,60,3
apvzjkvnwn,140_0.png,0,apvzjkvnwn,140,0
scyowrqkep,250_0.png,1,xkfliqnmwt,250,3
yptchajnvb,270_0.png,1,xcruhaccxc,270,1
uraibiaste,110_0.png,1,nweufafotd,110,3
bpguesjrfa,160_0.png,1,wynotylpnm,160,2
wnaweyzlqh,130_0.png,1,vpmyeepbep,130,2
kqlvggiqee,280_0.png,0,kqlvggiqee,280,3
ntpvqwgmqe,130_0.png,1,fopjiyxiqd,130,3
dghhdvdzrb,50_0.png,1,vmxfwxgdei,50,1
wlyfcpecea,210_0.png,1,qyqufaskjs,210,0
uoantcwpwm,250_0.png,1,knxltsvzyu,250,0
qrogkembje,230_0.png,1,exseruhiuk,230,0
gnslnjrgnx,140_0.png,1,qarqtkvgby,140,3
nkojmntmdg,130_0.png,1,exxqlfpnbz,130,2
rvaliysfnr,100_0.png,1,eppyqpgewp,100,2
sochqsfsow,170_0.png,1,fnslimfagb,170,3
uqqivuldlu,180_0.png,1,doniqevxeg,180,3
poxhzrfhha,120_0.png,1,rnpefxwptv,120,1
onknhowfqb,100_0.png,1,exxqlfpnbz,100,2
jawgcggquk,140_0.png,0,jawgcggquk,140,0
hldhchyhfg,130_0.png,1,fopjiyxiqd,130,3
itfsvvmslp,20_0.png,1,fdpisghkmd,20,1
lustdsegqq,180_0.png,1,ldtgofdaqg,180,0
kssjbbrmem,250_0.png,1,fdpisghkmd,250,1
xbhppttlaz,140_0.png,1,xchzardbfa,140,1
grqyyhfexr,240_0.png,1,wynotylpnm,240,2
phjlaexgcl,50_0.png,1,wynotylpnm,50,2
ucthmsajay,10_0.png,0,ucthmsajay,10,0
vwbzhldrub,130_0.png,1,psjfwjzrrh,130,1
wnaweyzlqh,60_0.png,1,vpmyeepbep,60,2
cbybbxuusl,140_0.png,1,wynotylpnm,140,2
ozeqabydww,290_0.png,1,vtunvalyji,290,2
clzkcmoyhb,260_0.png,1,gnmmhlbzge,260,3
komngcqveq,290_0.png,1,kqlvggiqee,290,3
sphirandia,200_0.png,1,jawgcggquk,200,0
jdzgjbqksy,160_0.png,1,srfefmyjvt,160,0
etychryvty,60_0.png,1,uqtqhiqymz,60,3
biatmogsbv,150_0.png,1,uprwuohbwx,150,2
wrzuyvgcog,230_0.png,1,srfefmyjvt,230,0
aylqthgnhe,270_0.png,1,qarqtkvgby,270,3
achdeirhym,220_0.png,1,wynotylpnm,220,2
frmzkdhkzw,90_0.png,1,yljecirelf,90,0
nfggixifqp,100_0.png,1,jawgcggquk,100,0
cqomufbzpp,180_0.png,1,lzbmwwejxb,180,3
gqnaxievjx,220_0.png,1,fopjiyxiqd,220,3
vqvmlwhabu,50_0.png,1,psjfwjzrrh,50,1
kdzirwrnyk,90_0.png,1,lsmnqsnqld,90,2
fhzdtfiqrh,130_0.png,1,wynotylpnm,130,2
lrjxcwrzls,190_0.png,1,prmwoaeeng,190,2
rfjuhbnlro,250_0.png,1,uqtqhiqymz,250,3
pdouadxxba,140_0.png,1,prmwoaeeng,140,2
wkdnagybtb,120_0.png,1,jytrvwlewz,120,1
lxnqzocgaq,240_0.png,1,xjzkfqddyk,240,3
culaevxduf,70_0.png,1,srfefmyjvt,70,0
ktwfxtzjbn,80_0.png,1,uqtqhiqymz,80,3
nslhmkeicc,10_0.png,1,qarqtkvgby,10,3
msfssnmldu,250_0.png,1,pqdeutauqc,250,3
axfhbpkdlc,290_0.png,1,lzbmwwejxb,290,3
mrhajrsgxh,100_0.png,1,prdrkaxeob,100,2
gzkggvloao,220_0.png,1,jawgcggquk,220,0
gcphojsohr,180_0.png,1,fsaronfupy,180,3
bxgbpdjgjv,90_0.png,1,uqtqhiqymz,90,3
btizoxwqwp,230_0.png,1,fnslimfagb,230,3
rnfvcslcmf,10_0.png,1,vtunvalyji,10,2
ivdlxktqvk,280_0.png,1,vtunvalyji,280,2
zepsangjjb,160_0.png,1,nrnklcxdzq,160,1
hurcutcxpb,20_0.png,1,fopjiyxiqd,20,3
brpkkgdggv,240_0.png,1,uprwuohbwx,240,2
muksyyltmg,50_0.png,1,fopjiyxiqd,50,3
fpcncmwzxf,50_0.png,1,fopjiyxiqd,50,3
fhtmnfeqft,220_0.png,1,fnslimfagb,220,3
ngyoubuxyf,130_0.png,1,fnslimfagb,130,3
qjvjkojjkl,140_0.png,1,jvtjxreizj,140,2
qnxnrzonvv,260_0.png,1,hsbwhlolsn,260,1
lgkakqesov,20_0.png,1,yexeazbqig,20,0
lnhkjhyhvw,180_0.png,0,lnhkjhyhvw,180,0
kafmsctues,70_0.png,1,jawgcggquk,70,0
qjeidqbpgj,180_0.png,1,vtunvalyji,180,2
kkemhrscxz,220_0.png,1,rnpefxwptv,220,1
crwzrpozbv,210_0.png,1,jawgcggquk,210,0
acdkfksyev,50_0.png,1,qyqufaskjs,50,0
lslmnvlhhe,100_0.png,1,qyqufaskjs,100,0
tkyrsegtdw,90_0.png,1,jytrvwlewz,90,1
vgdwxafmnp,270_0.png,1,gnmmhlbzge,270,3
mrhajrsgxh,140_0.png,1,prdrkaxeob,140,2
hnalkvbcim,0_0.png,1,fzvpbrzssi,0,2
hurcutcxpb,40_0.png,1,fopjiyxiqd,40,3
pgzduygsyr,140_0.png,1,eppyqpgewp,140,2
xlhxkekacj,200_0.png,1,fopjiyxiqd,200,3
lkdqvgrmzh,200_0.png,1,jawgcggquk,200,0
pqdeutauqc,280_0.png,0,pqdeutauqc,280,3
gcnhqdxwqd,150_0.png,1,yxvmusxvcz,150,0
eqakbrnwmd,0_0.png,1,fdpisghkmd,0,1
xvzjzkrmlm,220_0.png,1,wynotylpnm,220,2
eckloytegm,60_0.png,1,xjzkfqddyk,60,3
yyzqbaexnn,180_0.png,1,pqdeutauqc,180,3
szulggywzw,200_0.png,1,exseruhiuk,200,0
nokldtllhe,10_0.png,1,rmufsuogzn,10,0
uiaubrlxyl,30_0.png,1,eppyqpgewp,30,2
scrbqgpvzz,230_0.png,1,lnhkjhyhvw,230,0
hqzwudvhih,30_0.png,1,xmkwsnuzyq,30,2
gzkggvloao,270_0.png,1,jawgcggquk,270,0
jeosukfzow,220_0.png,1,apvzjkvnwn,220,0
asdzplbhnm,160_0.png,1,dxfdovivlw,160,3
fahrejqccb,100_0.png,1,knxltsvzyu,100,0
sdzzzxteas,70_0.png,1,dxfdovivlw,70,3
rtpbawlmxr,80_0.png,1,hsbwhlolsn,80,1
ywcfkvqemt,80_0.png,1,eppyqpgewp,80,2
pglroykzea,80_0.png,1,uqtqhiqymz,80,3
pelmgfqkmh,30_0.png,1,yxvmusxvcz,30,0
hdgfgvcoqk,0_0.png,1,prdrkaxeob,0,2
gfknvvudwk,80_0.png,1,dpevefkefv,80,1
pkkvvhnrla,130_0.png,1,xjzkfqddyk,130,3
yhchnvjcok,260_0.png,1,vmxfwxgdei,260,1
prdrkaxeob,100_0.png,0,prdrkaxeob,100,2
vstmxsekmm,30_0.png,1,gvasarkpfh,30,0
qodykiwotk,280_0.png,1,prmwoaeeng,280,2
etdliwticv,210_0.png,1,dpevefkefv,210,1
wfugqfvekh,10_0.png,1,fdpisghkmd,10,1
qdrjugpyhy,180_0.png,1,kqlvggiqee,180,3
gkicllwmyb,80_0.png,1,nweufafotd,80,3
wsgmrrwxwt,280_0.png,1,qarqtkvgby,280,3
voawxrmqyl,30_0.png,1,hsbwhlolsn,30,1
rtkhyvbcjg,50_0.png,1,vtunvalyji,50,2
lwqkgvyeas,150_0.png,1,qyqufaskjs,150,0
jxvoarslil,250_0.png,1,wynotylpnm,250,2
vmwcynlwee,140_0.png,1,uqtqhiqymz,140,3
mzxtrdcccw,110_0.png,1,gnmmhlbzge,110,3
mcbubknuyd,290_0.png,1,uprwuohbwx,290,2
meehftqexr,150_0.png,1,upmgtackuf,150,1
ccrrlidqnp,220_0.png,1,xugmhbetrw,220,0
cythdgxpdi,90_0.png,1,vtunvalyji,90,2
jstwvimaml,100_0.png,1,jytrvwlewz,100,1
chqqxfuuzi,270_0.png,0,chqqxfuuzi,270,1
jrgfabamaa,180_0.png,1,psjfwjzrrh,180,1
lmpfbmeade,110_0.png,1,psjfwjzrrh,110,1
wdcrhqtjhf,190_0.png,1,nweufafotd,190,3
edqhdckynd,190_0.png,1,lsmnqsnqld,190,2
ynrueopehk,80_0.png,1,ybbrkacebd,80,1
ccrrlidqnp,160_0.png,1,xugmhbetrw,160,0
wugnnrsolg,130_0.png,1,vtunvalyji,130,2
erbfxwbqic,90_0.png,1,fopjiyxiqd,90,3
yqlojrwakg,80_0.png,1,xkfliqnmwt,80,3
omrtielsni,20_0.png,1,fsaronfupy,20,3
aymlynzeni,240_0.png,1,doniqevxeg,240,3
aimzesksew,210_0.png,1,exseruhiuk,210,0
sqbyylskze,70_0.png,1,uprwuohbwx,70,2
nxbmkntfzt,120_0.png,1,rmufsuogzn,120,0
xjidmljhxe,110_0.png,1,exseruhiuk,110,0
lrjxcwrzls,90_0.png,1,prmwoaeeng,90,2
tkcuhfhdzs,200_0.png,1,dxfdovivlw,200,3
pgzduygsyr,270_0.png,1,eppyqpgewp,270,2
hdgfgvcoqk,10_0.png,1,prdrkaxeob,10,2
fgbopxbkam,20_0.png,1,uprwuohbwx,20,2
jdkvgcjxje,50_0.png,1,jawgcggquk,50,0
aejvkfbtxs,280_0.png,1,eppyqpgewp,280,2
pqdeutauqc,160_0.png,0,pqdeutauqc,160,3
oxwglsatdl,230_0.png,1,psjfwjzrrh,230,1
iftluclqfd,260_0.png,1,gvasarkpfh,260,0
sakziaduuh,110_0.png,1,xkfliqnmwt,110,3
fopjiyxiqd,50_0.png,0,fopjiyxiqd,50,3
veynowrrav,30_0.png,1,vpmyeepbep,30,2
nombfkmhum,190_0.png,1,ucthmsajay,190,0
crwzrpozbv,50_0.png,1,jawgcggquk,50,0
lsmnqsnqld,250_0.png,0,lsmnqsnqld,250,2
stgusxhcta,50_0.png,1,nweufafotd,50,3
pbvgwcwzkg,210_0.png,1,uprwuohbwx,210,2
fjrueenjyp,200_0.png,1,nrnklcxdzq,200,1
yotyalfqqv,90_0.png,1,knxltsvzyu,90,0
hasjjkoygr,90_0.png,1,fopjiyxiqd,90,3
cqtxrekabh,0_0.png,1,fnslimfagb,0,3
pkkmysbvfh,270_0.png,1,fdpisghkmd,270,1
rixpoeqiaq,20_0.png,1,fzvpbrzssi,20,2
xgzgnpxhng,80_0.png,1,yxvmusxvcz,80,0
aymlynzeni,60_0.png,1,doniqevxeg,60,3
ygfoblbxcx,0_0.png,1,dpevefkefv,0,1
khfyqlxazq,200_0.png,1,nweufafotd,200,3
ushjtzfvyn,280_0.png,1,dpevefkefv,280,1
izjvqhjokl,60_0.png,1,xjzkfqddyk,60,3
xzqgptotdo,20_0.png,1,fopjiyxiqd,20,3
qjvjkojjkl,130_1.png,1,jvtjxreizj,130,2
gbgtzspdnv,190_0.png,1,nweufafotd,190,3
ckfqqhpbph,110_0.png,1,fnslimfagb,110,3
fgobmbcami,270_0.png,0,fgobmbcami,270,1
tnecbhfzba,220_0.png,1,yxvmusxvcz,220,0
mlruidevki,60_0.png,1,uprwuohbwx,60,2
xewwsdhdro,20_0.png,1,qarqtkvgby,20,3
fhtmnfeqft,280_0.png,1,fnslimfagb,280,3
nxzpmygaut,150_0.png,1,psjfwjzrrh,150,1
gvbcwuyaot,250_0.png,1,xdezcezszc,250,3
ysxtcdphlj,230_0.png,1,dxfdovivlw,230,3
vyxgqftjfs,180_0.png,1,doniqevxeg,180,3
hhddxuhorq,50_0.png,1,gvasarkpfh,50,0
vbcjbecyos,190_0.png,1,wynotylpnm,190,2
ealulizawd,110_0.png,1,psjfwjzrrh,110,1
rfeagdwnnn,260_0.png,1,fzvpbrzssi,260,2
fhzdtfiqrh,200_0.png,1,wynotylpnm,200,2
pdouadxxba,170_0.png,1,prmwoaeeng,170,2
nwdhwzcpoi,240_0.png,1,xugmhbetrw,240,0
cxgieqcozm,100_0.png,1,uqtqhiqymz,100,3
dxfdovivlw,50_0.png,0,dxfdovivlw,50,3
epwesrdmpt,150_0.png,1,wynotylpnm,150,2
pzzuimgwei,100_0.png,1,upmgtackuf,100,1
axfhbpkdlc,200_0.png,1,lzbmwwejxb,200,3
horutnradk,20_0.png,1,uprwuohbwx,20,2
kfnrvxndoj,160_0.png,1,fsaronfupy,160,3
hldhchyhfg,70_0.png,1,fopjiyxiqd,70,3
noavesktql,130_0.png,1,wynotylpnm,130,2
mdahmdjnkk,110_0.png,1,wfzjxzhdkj,110,1
ewknjjmzqb,100_0.png,1,jawgcggquk,100,0
dsvopuhqiz,130_0.png,1,gnmmhlbzge,130,3
nyknlonjxq,170_0.png,1,heiyoojifp,170,3
oxwglsatdl,260_0.png,1,psjfwjzrrh,260,1
eppmwpntfi,40_0.png,1,dxfdovivlw,40,3
atzwrsivnb,10_0.png,1,yxvmusxvcz,10,0
lmpfbmeade,30_0.png,1,psjfwjzrrh,30,1
vzockawbyi,160_0.png,1,vpmyeepbep,160,2
xpxrjwwibn,150_0.png,1,jytrvwlewz,150,1
yivoplhlcj,180_0.png,1,vmxfwxgdei,180,1
bmhghysucl,90_0.png,1,dpevefkefv,90,1
achdeirhym,270_0.png,1,wynotylpnm,270,2
apzckowxpy,220_0.png,1,vmxfwxgdei,220,1
wpvnnqoqvc,50_0.png,1,srfefmyjvt,50,0
nwdhwzcpoi,140_0.png,1,xugmhbetrw,140,0
apvzjkvnwn,80_0.png,0,apvzjkvnwn,80,0
ozqysilrin,220_0.png,1,uqtqhiqymz,220,3
ilflslfgbn,90_0.png,1,ucthmsajay,90,0
birmbtezni,130_0.png,1,fzvpbrzssi,130,2
wmooshykkb,90_0.png,1,ucthmsajay,90,0
qzchhaoptt,270_0.png,1,wynotylpnm,270,2
rokgoeaybe,70_0.png,1,vtunvalyji,70,2
grqyyhfexr,290_0.png,1,wynotylpnm,290,2
tqmmvmxqpn,70_0.png,1,xchzardbfa,70,1
xpxrjwwibn,250_0.png,1,jytrvwlewz,250,1
gvlraqlweh,120_0.png,1,rnpefxwptv,120,1
gxonqiyzpk,60_0.png,1,prdrkaxeob,60,2
opsjddoxui,200_0.png,1,qarqtkvgby,200,3
xtaktzlrme,210_0.png,1,wfzjxzhdkj,210,1
sufvvwmbha,230_0.png,1,fnslimfagb,230,3
gwzfugbidx,290_0.png,1,nweufafotd,290,3
rxjcinqyqd,80_0.png,1,vpmyeepbep,80,2
ookwdfuxzy,280_0.png,1,vpmyeepbep,280,2
onbgbghesu,260_0.png,0,onbgbghesu,260,2
nweufafotd,120_0.png,0,nweufafotd,120,3
cfhejdmemu,280_0.png,1,exxqlfpnbz,280,2
yiabajckla,0_0.png,1,fopjiyxiqd,0,3
nwdhwzcpoi,120_0.png,1,xugmhbetrw,120,0
gnxgiwcknq,120_0.png,1,qarqtkvgby,120,3
lxnqzocgaq,100_0.png,1,xjzkfqddyk,100,3
kfgdvqjuzu,230_0.png,1,ldtgofdaqg,230,0
kafmsctues,140_0.png,1,jawgcggquk,140,0
hqcrauawma,0_0.png,1,ybbrkacebd,0,1
ncoeewrdlo,150_0.png,1,uprwuohbwx,150,2
gvlraqlweh,270_0.png,1,rnpefxwptv,270,1
fbgfjwjrzl,250_0.png,1,heiyoojifp,250,3
lclrhuuwnj,0_0.png,1,fgobmbcami,0,1
hvqfhieetb,190_0.png,1,jawgcggquk,190,0
lhipivaobq,130_0.png,1,qyqufaskjs,130,0
qcsuzqqohv,270_0.png,1,kqlvggiqee,270,3
pfhmcogosi,280_0.png,1,uprwuohbwx,280,2
nslhmkeicc,250_0.png,1,qarqtkvgby,250,3
rjwftlbrfh,90_0.png,1,xkfliqnmwt,90,3
nbibouebku,20_0.png,1,apvzjkvnwn,20,0
vwbzhldrub,90_0.png,1,psjfwjzrrh,90,1
uklvqsnxgv,270_0.png,1,onbgbghesu,270,2
rmuxlgsedw,140_0.png,0,rmuxlgsedw,140,2
jeosukfzow,40_0.png,1,apvzjkvnwn,40,0
ucthmsajay,110_0.png,0,ucthmsajay,110,0
